id,time,friends,followers,_source_file
57652167,12062,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
57650201,9216,14,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
59847544,6483,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
152784729,6197,12,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
20146548,3195,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
73667993,7628,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
298849131,12194,6,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
8035164,61849,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
58015960,22876,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
57648628,0,15,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
637644099,18289,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
152681753,8597,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
421498129,27062,12,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
2264373,35334,11,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
800396694,53784,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
164550991,33185,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
152596585,32094,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
163543991,9159,10,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
58381306,6001,13,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
99560233,18229,13,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
108461469,11319,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
58424303,9910,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\404\nodes.csv
178657860,16896,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
350312199,303010,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
152480894,38855,6,6,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
224451546,35930,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
54391140,140,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
197991462,18594,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
152929282,333809,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
72471441,95360,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
424421300,22142,9,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
28363979,17416,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
423189911,27238,7,6,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
140639591,69865,10,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
248432890,39092,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
74188692,177789,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
223826834,36469,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
14930209,374759,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
16011071,22604,12,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
421489800,5017,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
174799409,2711,12,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
370818007,132051,8,4,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
58383786,24172,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
166030801,147387,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
701119176,210336,8,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
666200381,276259,9,6,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
8665342,47683,8,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
36515721,17674,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
741246686,17270,9,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
123240657,367037,12,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
81379009,16551,8,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
97137345,16745,10,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
806285214,138,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
33016721,16775,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
758003381,67574,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
26292711,12544,10,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
830872058,59,8,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
110707795,311816,10,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
123501857,15414,12,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
23770965,305012,12,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
152512419,62475,8,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
20485626,264452,9,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
62173101,62868,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
28014923,374869,9,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
836610350,0,4,3,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
36949398,17276,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
357763039,267993,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
304925588,69052,8,6,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
17212193,821,12,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\180\nodes.csv
5330402,16125,12,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\251\nodes.csv
14883450,228,11,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\251\nodes.csv
52583048,0,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\251\nodes.csv
54411096,1187,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\251\nodes.csv
58269689,1622,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\251\nodes.csv
130559925,1054846,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
17707485,639944,15,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
101700038,1005275,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152899448,1216215,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152845182,641183,7,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
86044555,1336589,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152479912,651107,14,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152832800,832060,10,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
7313735,520742,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
58321544,3558196,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
24672031,656202,11,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
52575091,2683629,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152543213,674813,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
79830629,879157,11,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152541507,634142,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
834054755,8032366,8,6,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152939556,640314,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
634025004,647551,9,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152546207,674152,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
42083761,449635,7,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
81447492,607808,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
95518526,8031971,12,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152920694,518671,8,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152932166,653810,14,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152955849,1339284,14,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
501373319,1211824,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152481082,368631,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152477329,0,14,16,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
210261144,604569,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
601610906,972409,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152955722,1084159,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
833348507,8037181,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
57647325,603916,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
57971669,640237,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
261585974,8032409,8,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152700738,637213,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152816678,635915,13,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152503377,633094,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
58163137,637143,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
49321826,2681512,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152601124,974396,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
269184519,8034845,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
582192131,604950,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
58052678,8033873,15,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
96755359,636454,13,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152486141,653789,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
696451505,646377,9,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
57652153,973251,15,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152850761,637193,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
57613412,1296317,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152595778,8033813,9,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
663070986,8033146,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152920585,1512664,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152733037,876845,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
21470518,376071,15,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152713999,1211360,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
57483938,646312,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152927886,377676,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
49354337,520610,13,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
548145031,3384668,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152913246,3378778,12,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
120289673,369827,12,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152446235,636302,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152956833,640613,12,13,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152504512,8032431,10,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
633982907,1312963,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152906827,604663,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
28643322,474924,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152482688,451538,7,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152785088,685795,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
58156657,1151404,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
603167965,510706,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
58488246,443657,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
50871098,632218,12,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
797883186,8032638,10,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152579952,1374746,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152629518,369025,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152930870,608671,8,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
812504496,8035174,6,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
758047932,625176,8,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152677552,638893,12,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
833357574,8052036,8,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
44960075,1219509,7,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
630930877,712450,10,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
14218142,604396,15,15,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152684450,670893,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
52529348,777476,9,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
580893613,635955,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
57643476,1216864,13,12,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152896343,638494,11,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
534420385,645935,6,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152927301,859795,8,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
152735601,8046574,11,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\211\nodes.csv
543321,65230,10,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
398507999,1099523,8,5,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
163918192,49387,9,9,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
421541205,19633,9,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
679480353,45682,6,11,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
6351017,9356,14,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
216415183,14422,9,7,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
152603409,3964,9,10,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
152602361,114162,6,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
142431091,181648,10,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
3917641,54318,9,6,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
834291633,94264,4,2,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
33440239,65228,14,14,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
299084372,29768,8,8,C:\Users\ahmed\Desktop\Level 4\FALL\Social Network\Lab\TASK 19-11\5G_Conspiracy_Graphs\376\nodes.csv
